Obj,Routes,Vehicles,Elapsed
18.753061584662007,"28,46,82,54,63,83,88,85,20,23,31;1,34,71,32,35,56,29,13,96,51,58,15,14;26,50,84,5,65,49,59,81,68,16,39;78,98,4,74,53,37,95,43;47,66,72,19,61,94,64,33,10;6,80,18,27,93,55,11,8,40,62;76,97,25,24,12,79,86,57,0;87,52,69,30,91,17,21,45,48,67;73,75,99,42,36,90,70,2,9;22,7,44,60,77,38,89,41;92,3",11,0.6118471398949623
22.05289777971414,"22,92,70,77,32,76,16,72,69,49,45,42;64,35,95,67,12,10,87,2,21,96,61,59;57,66,91,40,63,88,47,81,56,43,26;90,37,68,97,19,5,0,34,98,86,17,41,80;20,51,7,33,79,3,11,58,29,73;9,60,25,89,53,55,15,82;44,75,54,13,65,83,93;99,1,30,46,27,78,74,52,18;50,8,28,14,4,23,31,85,38;62,24,6,84,36,94,39;48,71",11,0.6118471398949623
18.8407175788751,"84,53,76,25,49,57,77,9,90,27;36,73,67,79,5,18,86,61,11;62,12,99,46,34,24,0,74,3,32;66,63,94,16,23,47,92,4,58;68,42,93,37,55,83,89,8;21,40,88,52,35,85,30,39,6,38;20,75,96,80,81,2,69,60,91;33,78,54,71,31,7,15,97,51,59;22,48,13,70,14,64,28,82,72,44,41;87,56,45,95,50,26,43,98,1,65,10;17,29,19",11,0.6118471398949623
24.677592070049776,"26,11,36,9,49,13,29,14,16,45,90,71,56;94,66,69,59,70,74,0,75,39,84,32;10,91,28,68,89,46,97,55,86;80,63,43,65,23,2,52,42,40,98,18;15,25,95,76,27,21,54,77,20,83,58,6;92,34,99,53,81,37,48,88,96;35,30,50,72,7,41,64,62;79,85,12,82,8,24,31;87,33,4,44,1,67,17,47,57;5,38,60,3,19,78,51,73,61;22,93",11,0.6118471398949623
21.99641650981586,"30,6,26,40,96,61,22,48,86;1,38,64,18,88,14,71,10,9,52,85,77;87,19,66,11,78,53,97,17,75,16;15,93,55,45,51,57,99,31,95,42,37;90,94,23,59,72,80,5,56,27,4;60,54,43,50,98,24,35,67,89,73;76,33,81,91,2,83,84,62;20,25,28,3,8,12,79,36;34,41,68,47,39,82,21,46,32;92,74,13,0,70,65,44;58,49,63,69,7,29",11,0.6118471398949623
21.344868647506534,"76,36,40,49,98,33,15,80,72,19,56,7,69;44,22,43,17,51,62,84,5,96,57,1,2;86,16,73,4,12,81,10,23,83,13,77,32,47;39,42,78,14,50,91,64,29,60;0,6,3,28,48,9,59,71;11,88,79,25,85,55,21,45,75,30;35,67,95,27,26,89,94,24;38,97,99,53,61,20,52,37;68,8,63,31,41,65,74,54,93;87,92,82,58,66,70,46,34;90,18",11,0.6118471398949623
24.41331985680633,"11,79,61,44,76,81,73,20,50;27,5,58,17,0,59,18,91,48,19;85,32,68,39,13,42,12,97,83,99;35,72,60,31,21,63,94,10,3,4,82,92;86,43,51,46,6,74,52,36,15;38,30,95,24,55,90,71,49;87,98,40,69,45,64,29,9,88;23,65,8,67,2,16,89,25,28,53;96,22,77,47,84,34,57;37,56,54,7,75,14,26,41,66;62,33,80,1,93,78,70",11,0.6118471398949623
22.844832313577744,"28,60,73,67,27,83,42,46,80,48,10,39;98,24,64,19,78,5,2,87,86;56,52,74,29,96,4,55,75,6,81,94,11,95,9;16,25,12,37,49,59,15,18,38,77,70;51,30,13,54,93,88,90,99,0,82,8;92,61,84,97,35,7,31,68,65;62,57,40,23,33,36,69,21,91,17;43,50,85,58,63,20,53,47,41,79,66,89,3;22,71,32,76,26,45;1,14,44,72,34",10,0.6118471398949623
22.510878493924608,"55,57,0,64,93,49,2,87,70,34;62,4,13,58,99,32,86,72,67;16,78,88,45,56,31,28,15,9,68,69;52,41,29,39,89,40,59,18,23,11,95;81,30,90,8,14,24,60,12;80,48,1,3,42,73,83,27,51,84,10,97;94,6,36,63,77,25,54,92,98,35;26,46,38,37,71,19,33,7,43,85,65;74,53,50,75,22,82,76,91;5,47,17,44,61,79,96,66;21,20",11,0.6118471398949623
21.610990174300806,"43,25,54,65,37,82,61,34,2,18,50,52;3,24,49,68,39,95,87,79;55,42,33,59,60,40,66,85,32,93,6,62;30,89,57,31,14,19,70,20,78;48,69,56,9,84,53,64,88,99;11,21,23,47,92,63,7,27,73;98,96,29,94,38,22,12,77,51,67,81,36,1,28,35;17,90,16,97,91,26,5;0,75,13,10,41,72,74,80,8;44,86,4,46,15,58,83,45,76;71",11,0.6118471398949623
